	Id	Company	Country	Work Expirience	Job Years	Professional Training	Position	Salary
1336	2336	Amazon	USA	4		True	Junior	6491.5199999999995
1337	2337	Amazon	Germany	3			Middle	5834.400000000001
1338	2338	Amazon	Australia	6	1.0	True	Middle	8539.44
1339	2339	Netflix	Australia	7	3.0	True	Senior	9328.8
1340	2340	Google Inc	Germany	6	3.0		Senior	7488.0
1341	2341	Amazon	Germany	3	2.0		Junior	4743.200000000001
1342	2342	Google Inc	Germany	6	3.0		Senior	8736.0
1343	2343	Google Inc	USA	3		True	Middle	7827.82
1344	2344	Amazon	Australia	3			Middle	6320.6
1345	2345	Netflix	Australia	5		True	Middle	7882.559999999999
1346	2346	Netflix	Germany	6			Middle	6320.6
1347	2347	Netflix	Australia	8	5.0		Teamlead	10483.199999999999
1348	2348	Google Inc	Australia	3	1.0		Junior	5605.6
1349	2349	Netflix	Australia	7	4.0	True	Senior	10046.4
1350	2350	Amazon	USA	5		True	Junior	7032.48
1351	2351	Amazon	Australia	3			Middle	5834.400000000001
1352	2352	Netflix	Australia	5	1.0		Middle	6364.8
1353	2353	Netflix	Australia	7	3.0	True	Middle	7319.5199999999995
1354	2354	Amazon	Australia	4		True	Middle	7319.5199999999995
1355	2355	Google Inc	Germany	6	1.0	True	Senior	9328.8
1356	2356	Google Inc	Australia	4	1.0		Junior	6115.2
1357	2357	Amazon	Germany	4	2.0		Middle	6854.4
1358	2358	Netflix	Germany	7	2.0		Teamlead	9734.4
1359	2359	Amazon	Germany	5			Middle	6364.8
1360	2360	Amazon	Germany	7	3.0	True	Teamlead	13060.319999999996
1361	2361	Google Inc	Australia	7	3.0		Middle	6364.8
1362	2362	Netflix	Germany	7	4.0	True	Teamlead	12127.439999999999
1363	2363	Amazon	USA	5	2.0		Middle	6364.8
1364	2364	Amazon	Australia	3	1.0	True	Junior	5950.56
1365	2365	Amazon	USA	5		True	Junior	8114.399999999999
1366	2366	Google Inc	USA	8	2.0		Teamlead	12230.4
1367	2367	Google Inc	USA	3			Junior	5174.400000000001
1368	2368	Google Inc	Australia	7	3.0	True	Teamlead	13138.059999999998
1369	2369	Netflix	USA	4	2.0		Junior	5241.599999999999
1370	2370	Amazon	Australia	7	1.0	True	Middle	8539.44
1371	2371	Google Inc	Germany	8	5.0		Teamlead	9609.6
1372	2372	Amazon	USA	5	1.0		Middle	8568.0
1373	2373	Netflix	Germany	8	2.0	True	Teamlead	11971.960000000001
1374	2374	Netflix	Germany	5	2.0		Junior	4065.600000000001
1375	2375	Amazon	USA	5	2.0		Junior	5678.4
1376	2376	Amazon	Australia	6	1.0		Senior	9464.0
1377	2377	Netflix	Australia	3		True	Junior	5525.5199999999995
1378	2378	Google Inc	Germany	4	2.0		Middle	6283.2
1379	2379	Amazon	Germany	7	2.0		Senior	8112.0
1380	2380	Amazon	Germany	5			Junior	5174.4
1381	2381	Netflix	Germany	3	1.0		Middle	4525.4000000000015
1382	2382	Amazon	USA	3	1.0		Middle	6320.6
1383	2383	Amazon	USA	4	1.0	True	Middle	8539.439999999999
1384	2384	Amazon	Germany	6			Senior	8736.0
1385	2385	Amazon	Germany	3	1.0	True	Junior	4675.4400000000005
1386	2386	Netflix	USA	5	2.0		Junior	4804.800000000001
1387	2387	Amazon	Australia	4	1.0	True	Junior	6491.5199999999995
1388	2388	Amazon	Germany	3	1.0	True	Junior	4675.4400000000005
1389	2389	Google Inc	USA	3			Junior	5544.0
1390	2390	Amazon	Germany	6	2.0	True	Middle	7929.48
1391	2391	Google Inc	Australia	6	2.0		Senior	8736.0
1392	2392	Google Inc	Germany	4	1.0		Junior	5644.799999999998
1393	2393	Netflix	USA	6	1.0		Middle	8619.0
1394	2394	Netflix	Australia	3		True	Junior	6446.44
1395	2395	Netflix	Australia	8	3.0	True	Teamlead	13060.319999999998
1396	2396	Google Inc	USA	5	1.0		Junior	6115.2
1397	2397	Netflix	USA	7	2.0	True	Senior	10106.199999999999
1398	2398	Netflix	USA	5	1.0	True	Middle	8539.439999999999
1399	2399	Google Inc	Australia	4	1.0		Middle	6854.4
1400	2400	Amazon	Australia	3	2.0	True	Junior	6446.44
1401	2401	Amazon	Germany	8	4.0	True	Teamlead	11971.960000000001
1402	2402	Netflix	Germany	4	1.0	True	Junior	4675.4400000000005
1403	2403	Netflix	Germany	6	3.0	True	Teamlead	10261.68
1404	2404	Netflix	Germany	6	1.0	True	Middle	6150.430000000001
1405	2405	Netflix	Germany	6	3.0		Teamlead	10545.6
1406	2406	Google Inc	USA	5		True	Junior	6530.159999999999
1407	2407	Amazon	Australia	3	2.0		Middle	6283.200000000001
1408	2408	Netflix	Australia	8	3.0		Teamlead	9609.6
1409	2409	Amazon	Australia	7	4.0	True	Senior	11720.8
1410	2410	Google Inc	USA	5		True	Junior	7534.799999999999
1411	2411	Amazon	Australia	6	1.0	True	Senior	10046.4
1412	2412	Netflix	Australia	5	2.0		Middle	6364.8
1413	2413	Amazon	USA	8	3.0	True	Teamlead	14148.679999999998
1414	2414	Amazon	Germany	4	1.0	True	Middle	6756.48
1415	2415	Amazon	Germany	4	1.0	True	Middle	6756.48
1416	2416	Netflix	Germany	6	3.0		Middle	5834.400000000001
1417	2417	Netflix	Australia	4	1.0		Junior	5678.4
1418	2418	Google Inc	Germany	7	3.0	True	Middle	7929.48
1419	2419	Amazon	Germany	3	3.0	True	Middle	6623.54
1420	2420	Google Inc	Germany	8	2.0		Teamlead	9609.6
1421	2421	Netflix	Australia	4	2.0		Junior	5174.4
1422	2422	Netflix	USA	5	2.0	True	Junior	5525.52
1423	2423	Google Inc	USA	7	3.0	True	Teamlead	13993.199999999999
1424	2424	Amazon	Germany	8	3.0	True	Teamlead	11971.960000000001
1425	2425	Google Inc	Germany	6	1.0		Middle	6364.8
1426	2426	Google Inc	USA	3	3.0		Junior	6006.000000000001
1427	2427	Netflix	Germany	4	2.0	True	Junior	4675.4400000000005
1428	2428	Amazon	Australia	5	1.0	True	Junior	6027.839999999999
1429	2429	Google Inc	Australia	7	4.0	True	Senior	10883.599999999999
1430	2430	Google Inc	Australia	5	1.0	True	Middle	8539.439999999999
1431	2431	Amazon	USA	6		True	Senior	11720.8
1432	2432	Netflix	Germany	8	2.0	True	Teamlead	10130.12
1433	2433	Google Inc	USA	6	2.0	True	Senior	10046.4
1434	2434	Google Inc	Germany	3	2.0	True	Junior	5950.5599999999995
1435	2435	Netflix	Germany	6	1.0	True	Middle	6709.56
1436	2436	Google Inc	USA	3		True	Middle	8386.95
1437	2437	Google Inc	Germany	7	1.0		Senior	8112.0
1438	2438	Amazon	Germany	8	2.0		Teamlead	11356.8
1439	2439	Netflix	Australia	7	4.0	True	Senior	9328.8
1440	2440	Google Inc	Australia	3		True	Middle	7225.68
1441	2441	Google Inc	Germany	7	3.0	True	Middle	7929.48
1442	2442	Amazon	Australia	6	2.0	True	Senior	10883.599999999999
1443	2443	Netflix	Australia	4	2.0		Middle	7425.599999999999
1444	2444	Netflix	Australia	7	1.0	True	Senior	8611.199999999999
1445	2445	Amazon	USA	5	2.0	True	Junior	6491.5199999999995
1446	2446	Google Inc	USA	5	1.0	True	Middle	8539.439999999999
1447	2447	Amazon	USA	3	3.0		Middle	6283.200000000001
1448	2448	Amazon	USA	7	4.0		Middle	8044.400000000001
1449	2449	Amazon	Germany	7	3.0		Middle	6364.8
1450	2450	Netflix	Australia	3	3.0		Junior	5605.6
1451	2451	Google Inc	USA	8	5.0		Teamlead	13104.0
1452	2452	Netflix	USA	3	1.0	True	Junior	5985.9800000000005
1453	2453	Netflix	Australia	6			Senior	7436.0
1454	2454	Google Inc	USA	3	1.0		Middle	6732.000000000001
1455	2455	Google Inc	Australia	4	1.0	True	Middle	7882.559999999999
1456	2456	Amazon	USA	3	1.0		Junior	5205.200000000001
1457	2457	Google Inc	USA	4	1.0		Middle	6895.2
1458	2458	Google Inc	Australia	7	2.0	True	Senior	9328.8
1459	2459	Google Inc	Australia	5	1.0	True	Middle	7319.5199999999995
1460	2460	Netflix	USA	4	2.0		Junior	5678.4
1461	2461	Netflix	Australia	5		True	Middle	7929.48
1462	2462	Amazon	USA	6	2.0	True	Teamlead	15159.3
1463	2463	Google Inc	USA	4	2.0		Junior	6115.2
1464	2464	Netflix	USA	6	2.0		Senior	9360.0
1465	2465	Netflix	USA	6	3.0	True	Teamlead	14148.68
1466	2466	Google Inc	USA	3	1.0	True	Middle	7741.8
1467	2467	Google Inc	Germany	3	1.0		Junior	4404.400000000001
1468	2468	Amazon	Australia	6	2.0	True	Teamlead	13138.059999999998
1469	2469	Google Inc	Germany	8	3.0		Teamlead	11356.8
1470	2470	Netflix	Australia	8	2.0		Teamlead	10410.400000000001
1471	2471	Google Inc	Germany	7	4.0	True	Middle	7929.48
1472	2472	Amazon	Germany	7	1.0		Middle	6895.2
1473	2473	Amazon	Germany	8	2.0		Teamlead	11211.199999999999
1474	2474	Netflix	USA	7	4.0		Senior	8736.0
1475	2475	Netflix	Germany	6			Teamlead	8179.600000000003
1476	2476	Netflix	Germany	5	1.0	True	Middle	6756.48
1477	2477	Amazon	USA	5			Middle	7996.799999999999
1478	2478	Amazon	Australia	7	1.0	True	Senior	8611.199999999999
1479	2479	Amazon	USA	3	2.0	True	Middle	7827.82
1480	2480	Google Inc	Germany	5	1.0	True	Junior	6491.519999999998
1481	2481	Amazon	USA	8	4.0		Teamlead	11356.8
1482	2482	Google Inc	Germany	3	3.0	True	Middle	5677.32
1483	2483	Netflix	Germany	4	1.0		Middle	4936.800000000001
1484	2484	Amazon	USA	7	3.0		Teamlead	11356.800000000001
1485	2485	Google Inc	USA	7	3.0		Senior	9360.0
1486	2486	Netflix	USA	3	3.0	True	Middle	8386.95
1487	2487	Netflix	Germany	7	3.0	True	Middle	6150.430000000001
1488	2488	Amazon	USA	8	4.0	True	Teamlead	15237.039999999997
1489	2489	Amazon	Australia	7	1.0	True	Middle	8539.44
1490	2490	Amazon	USA	6			Teamlead	10545.6
1491	2491	Amazon	USA	5	1.0		Middle	7425.599999999999
1492	2492	Netflix	Germany	6	3.0		Middle	6895.2
1493	2493	Google Inc	Germany	8	3.0	True	Teamlead	14064.959999999994
1494	2494	Google Inc	USA	5	2.0	True	Junior	6491.5199999999995
1495	2495	Amazon	Australia	6	3.0	True	Middle	9251.06
1496	2496	Google Inc	Australia	7	3.0		Teamlead	12303.2
1497	2497	Netflix	Germany	3	3.0		Junior	4065.600000000001
1498	2498	Netflix	USA	4		True	Junior	6530.159999999999
1499	2499	Amazon	USA	7	1.0	True	Teamlead	12127.439999999999
1500	2500	Amazon	USA	8	3.0	True	Teamlead	15237.039999999997
1501	2501	Amazon	Australia	7	4.0		Teamlead	11356.800000000001
1502	2502	Netflix	Australia	4			Middle	5385.599999999999
1503	2503	Amazon	USA	8	5.0		Teamlead	14196.0
1504	2504	Google Inc	Australia	5	1.0	True	Junior	7032.48
1505	2505	Netflix	USA	6	3.0	True	Middle	8386.95
1506	2506	Google Inc	Germany	5	2.0		Middle	5834.4
1507	2507	Netflix	Australia	8	4.0		Teamlead	12303.199999999999
1508	2508	Google Inc	USA	7	4.0	True	Senior	10764.0
1509	2509	Google Inc	Australia	3			Junior	5605.6
1510	2510	Google Inc	Germany	8	5.0		Teamlead	10410.400000000001
1511	2511	Netflix	USA	7	3.0	True	Teamlead	13993.199999999999
1512	2512	Amazon	Germany	6	2.0	True	Teamlead	11194.56
1513	2513	Amazon	Germany	8	2.0		Teamlead	10410.400000000001
1514	2514	Google Inc	Germany	7	4.0		Senior	8112.0
1515	2515	Amazon	USA	6	2.0		Middle	8619.0
1516	2516	Amazon	USA	3		True	Junior	6446.44
1517	2517	Netflix	Australia	3	2.0	True	Junior	5065.060000000001
1518	2518	Netflix	USA	7	3.0		Middle	6320.600000000001
1519	2519	Amazon	Australia	4			Middle	6854.4
1520	2520	Amazon	USA	7	2.0	True	Senior	11720.8
1521	2521	Google Inc	Germany	3	2.0		Middle	5348.200000000001
1522	2522	Google Inc	Germany	4	1.0	True	Junior	6491.519999999998
1523	2523	Netflix	Germany	7	3.0		Senior	7436.000000000002
1524	2524	Google Inc	USA	6	3.0	True	Senior	10764.0
1525	2525	Amazon	Australia	5	2.0		Junior	5241.599999999999
1526	2526	Google Inc	Germany	8	3.0		Teamlead	10410.400000000001
1527	2527	Amazon	USA	6	2.0	True	Middle	9251.06
1528	2528	Google Inc	Germany	3	2.0		Middle	5759.6
1529	2529	Amazon	USA	8	5.0	True	Teamlead	17581.199999999993
1530	2530	Google Inc	Australia	3		True	Junior	5950.56
1531	2531	Netflix	Australia	4		True	Junior	6530.159999999999
1532	2532	Amazon	Germany	5	2.0	True	Middle	7225.679999999999
1533	2533	Netflix	Germany	6	1.0	True	Middle	7319.5199999999995
1534	2534	Netflix	Germany	8	2.0		Teamlead	10483.199999999999
1535	2535	Google Inc	Australia	4			Middle	7425.599999999999
1536	2536	Google Inc	Germany	4	2.0	True	Junior	5950.5599999999995
1537	2537	Amazon	Germany	6	3.0		Teamlead	10410.4
1538	2538	Amazon	USA	7	2.0		Teamlead	12168.0
1539	2539	Netflix	USA	6			Senior	9360.0
1540	2540	Netflix	Australia	3		True	Middle	7268.69
1541	2541	Netflix	Australia	8	3.0	True	Teamlead	11971.960000000001
1542	2542	Amazon	Germany	3	1.0		Middle	5759.6
1543	2543	Amazon	Germany	6	3.0		Senior	7488.0
1544	2544	Google Inc	USA	6		True	Middle	9251.06
1545	2545	Amazon	USA	7	3.0		Middle	7956.0
1546	2546	Google Inc	Germany	5			Junior	4804.8
1547	2547	Netflix	Germany	7	3.0		Senior	8112.0
1548	2548	Google Inc	Germany	8	5.0	True	Teamlead	11051.039999999999
1549	2549	Google Inc	USA	6		True	Middle	8590.27
1550	2550	Netflix	USA	8	2.0	True	Teamlead	15237.039999999997
1551	2551	Amazon	Australia	3	2.0		Junior	4435.200000000001
1552	2552	Google Inc	Australia	5	1.0	True	Junior	6530.159999999999
1553	2553	Google Inc	Australia	8	2.0	True	Teamlead	13060.319999999998
1554	2554	Amazon	Australia	3	1.0		Junior	5174.4
1555	2555	Netflix	Australia	3			Middle	5834.400000000001
1556	2556	Amazon	USA	5			Junior	6048.0
1557	2557	Netflix	Australia	7	1.0		Teamlead	11356.800000000001
1558	2558	Google Inc	Australia	3	1.0		Middle	6806.8
1559	2559	Google Inc	Australia	8	4.0	True	Teamlead	13060.319999999998
1560	2560	Google Inc	USA	8	5.0	True	Teamlead	17581.199999999993
1561	2561	Netflix	Germany	4	1.0		Middle	5834.4
1562	2562	Amazon	Germany	3	3.0	True	Junior	4675.4400000000005
1563	2563	Google Inc	Germany	6	2.0		Teamlead	10410.4
1564	2564	Google Inc	Australia	7	4.0		Teamlead	12303.2
1565	2565	Amazon	Australia	7	2.0	True	Senior	9328.8
1566	2566	Amazon	Australia	7	3.0	True	Senior	9328.8
1567	2567	Netflix	USA	8	3.0	True	Teamlead	15237.039999999997
1568	2568	Google Inc	USA	8	4.0		Teamlead	14268.799999999997
1569	2569	Amazon	USA	6	1.0	True	Teamlead	13993.199999999999
1570	2570	Google Inc	USA	3	1.0	True	Junior	5525.5199999999995
1571	2571	Google Inc	Germany	3	3.0	True	Middle	6623.54
1572	2572	Google Inc	Australia	5	1.0		Middle	6895.2
1573	2573	Amazon	Australia	7	1.0		Middle	8044.400000000001
1574	2574	Google Inc	Germany	4			Middle	5875.2
1575	2575	Netflix	USA	4			Middle	6364.8
1576	2576	Google Inc	Germany	8	5.0	True	Teamlead	14064.959999999994
1577	2577	Google Inc	Germany	8	2.0	True	Teamlead	13060.319999999998
1578	2578	Google Inc	Australia	7	4.0	True	Senior	8611.199999999999
1579	2579	Netflix	Germany	7	1.0		Senior	7488.0
1580	2580	Google Inc	Germany	4	1.0		Junior	4838.4
1581	2581	Netflix	Germany	8	2.0		Teamlead	11356.8
1582	2582	Google Inc	USA	6	3.0		Teamlead	13249.599999999999
1583	2583	Google Inc	USA	6	2.0	True	Senior	11720.8
1584	2584	Netflix	Australia	4	1.0	True	Middle	6709.56
1585	2585	Netflix	Australia	5	1.0		Junior	5678.4
1586	2586	Netflix	Australia	3	2.0		Middle	6806.8
1587	2587	Netflix	Australia	3	2.0	True	Junior	5454.68
1588	2588	Google Inc	Germany	3			Middle	5759.6
1589	2589	Amazon	USA	5	1.0		Middle	6854.4
1590	2590	Google Inc	Australia	4	1.0	True	Middle	7882.559999999999
1591	2591	Amazon	USA	8	2.0	True	Teamlead	14064.96
1592	2592	Netflix	Germany	4	1.0		Middle	5875.2
1593	2593	Google Inc	USA	5	1.0		Middle	6854.4
1594	2594	Amazon	USA	5	1.0	True	Junior	6491.5199999999995
1595	2595	Google Inc	Australia	6	1.0	True	Middle	9251.06
1596	2596	Amazon	USA	7	1.0		Middle	9282.0
1597	2597	Amazon	USA	6	2.0		Teamlead	12303.2
1598	2598	Amazon	USA	5	2.0	True	Junior	6955.2
1599	2599	Netflix	Australia	5	1.0	True	Junior	6027.839999999999
1600	2600	Google Inc	Australia	3	1.0	True	Junior	5525.5199999999995
1601	2601	Google Inc	USA	3	1.0		Middle	6320.6
1602	2602	Amazon	Germany	8	4.0		Teamlead	11356.8
1603	2603	Amazon	Australia	7	4.0		Middle	8044.400000000001
1604	2604	Amazon	Australia	6	2.0		Senior	10192.0
1605	2605	Google Inc	Australia	3		True	Middle	7827.82
1606	2606	Google Inc	Germany	7	3.0	True	Senior	10046.4
1607	2607	Google Inc	Australia	8	2.0		Teamlead	12230.399999999996
1608	2608	Amazon	Australia	8	5.0		Teamlead	13249.599999999999
1609	2609	Amazon	Germany	5	1.0		Junior	5644.799999999998
1610	2610	Amazon	USA	3	3.0		Junior	5174.400000000001
1611	2611	Google Inc	USA	7	3.0		Senior	9464.0
1612	2612	Google Inc	Australia	6	2.0		Senior	9464.0
1613	2613	Google Inc	Germany	3	3.0	True	Middle	6150.43
1614	2614	Netflix	USA	8	2.0		Teamlead	14196.0
1615	2615	Netflix	Australia	5		True	Middle	7225.679999999999
1616	2616	Amazon	Australia	6	3.0		Middle	7469.8
1617	2617	Netflix	Germany	3			Middle	4936.8
1618	2618	Amazon	Germany	5	1.0	True	Middle	7319.5199999999995
1619	2619	Amazon	Australia	5		True	Junior	7032.48
1620	2620	Netflix	USA	6	2.0	True	Senior	9209.199999999999
1621	2621	Netflix	Germany	5	2.0		Junior	4065.600000000001
1622	2622	Netflix	Germany	7	1.0		Teamlead	9734.4
1623	2623	Amazon	Germany	5	2.0		Middle	5875.2
1624	2624	Netflix	Australia	6	2.0		Senior	8112.0
1625	2625	Google Inc	USA	7	3.0		Teamlead	13182.0
1626	2626	Amazon	Australia	4	1.0		Middle	7425.599999999999
1627	2627	Amazon	USA	5	2.0	True	Middle	8539.439999999999
1628	2628	Google Inc	Germany	4	2.0		Middle	6854.4
1629	2629	Amazon	Australia	5	1.0	True	Middle	8539.439999999999
1630	2630	Netflix	USA	6	1.0		Senior	8736.0
1631	2631	Amazon	Germany	8	5.0	True	Teamlead	11051.039999999999
1632	2632	Amazon	Australia	3	2.0		Junior	5174.4
1633	2633	Netflix	USA	7	2.0	True	Middle	8386.95
1634	2634	Amazon	Australia	6	2.0		Senior	8112.0
1635	2635	Amazon	Australia	4	1.0	True	Junior	6491.519999999998
1636	2636	Google Inc	Australia	7	4.0		Teamlead	13249.599999999999
1637	2637	Google Inc	USA	8	5.0		Teamlead	14196.0
1638	2638	Amazon	Germany	3	1.0	True	Junior	5065.06
1639	2639	Google Inc	USA	6			Teamlead	12303.2
1640	2640	Netflix	Germany	5	1.0	True	Junior	5100.4800000000005
1641	2641	Netflix	Australia	5			Junior	5241.599999999999
1642	2642	Google Inc	USA	4	1.0		Middle	8568.0
1643	2643	Netflix	Australia	4	2.0		Middle	6283.2
1644	2644	Amazon	USA	4			Middle	6364.8
1645	2645	Netflix	Germany	5	1.0		Middle	5385.599999999999
1646	2646	Google Inc	Germany	7	3.0		Middle	5834.400000000001
1647	2647	Amazon	Germany	8	3.0		Teamlead	9609.6
1648	2648	Amazon	Germany	5	1.0	True	Middle	6756.48
1649	2649	Netflix	Australia	4	1.0		Junior	5241.599999999999
1650	2650	Amazon	Australia	8	3.0		Teamlead	13249.599999999999
1651	2651	Google Inc	Australia	7	4.0	True	Teamlead	13060.319999999996
1652	2652	Google Inc	USA	4			Middle	7996.799999999999
1653	2653	Netflix	USA	8	2.0	True	Teamlead	14148.679999999998
1654	2654	Netflix	USA	8	4.0	True	Teamlead	12892.88
1655	2655	Google Inc	Australia	7	2.0	True	Teamlead	14148.68
1656	2656	Netflix	Germany	3	2.0		Junior	4804.8
1657	2657	Amazon	Australia	5		True	Junior	5564.159999999999
1658	2658	Google Inc	Australia	7	4.0	True	Senior	10883.599999999999
1659	2659	Amazon	Australia	5	2.0	True	Junior	6027.839999999999
1660	2660	Google Inc	USA	8	2.0	True	Teamlead	15237.039999999997
1661	2661	Amazon	Germany	3			Middle	5759.6
1662	2662	Netflix	Australia	6	2.0		Middle	8044.400000000001
1663	2663	Google Inc	Australia	8	5.0		Teamlead	12230.4
1664	2664	Netflix	USA	8	5.0		Teamlead	12303.199999999999
1665	2665	Google Inc	USA	7	3.0		Middle	8663.2
1666	2666	Amazon	USA	8	2.0	True	Teamlead	16325.4
1667	2667	Google Inc	Germany	5		True	Middle	6193.439999999999
1668	2668	Amazon	Australia	7	2.0		Middle	6895.2
1669	2669	Google Inc	Australia	3	1.0		Middle	6806.8
1670	2670	Google Inc	Australia	5	1.0		Junior	6115.2
1671	2671	Netflix	Germany	3		True	Middle	5677.32
1672	2672	Netflix	Germany	3		True	Middle	6193.44
1673	2673	Amazon	USA	7	1.0	True	Middle	9962.68
1674	2674	Amazon	USA	6	2.0		Senior	10140.0
1675	2675	Google Inc	Germany	8	4.0	True	Teamlead	11971.960000000001
1676	2676	Google Inc	Germany	8	5.0	True	Teamlead	14064.959999999994
1677	2677	Google Inc	Germany	4			Junior	4435.200000000001
1678	2678	Netflix	USA	8	3.0	True	Teamlead	15237.039999999997
1679	2679	Netflix	Germany	3	2.0	True	Junior	5065.06
1680	2680	Amazon	USA	3	3.0		Junior	6006.000000000001
1681	2681	Amazon	USA	4	1.0		Middle	8568.0
1682	2682	Netflix	Germany	7	3.0		Teamlead	9666.800000000001
1683	2683	Google Inc	Australia	4		True	Junior	7573.439999999998
1684	2684	Netflix	Germany	3	1.0		Junior	4404.400000000001
1685	2685	Google Inc	Australia	5			Junior	5678.4
1686	2686	Google Inc	Australia	7	1.0	True	Middle	8590.27
1687	2687	Amazon	USA	7	4.0	True	Senior	10883.599999999999
1688	2688	Netflix	USA	5	1.0	True	Junior	6530.159999999999
1689	2689	Amazon	USA	5	1.0	True	Junior	6530.159999999999
1690	2690	Google Inc	Australia	8	3.0		Teamlead	13249.599999999999
1691	2691	Netflix	Germany	7	3.0	True	Teamlead	10261.68
1692	2692	Google Inc	Australia	5	1.0		Junior	4838.4
1693	2693	Netflix	USA	8	5.0		Teamlead	11356.8
1694	2694	Amazon	Germany	4	1.0	True	Middle	6756.48
1695	2695	Netflix	Australia	7	2.0		Senior	8008.0
1696	2696	Google Inc	Australia	6	1.0	True	Teamlead	12127.439999999999
1697	2697	Google Inc	USA	3	1.0		Middle	6806.8
1698	2698	Amazon	Germany	6	2.0	True	Teamlead	12127.439999999999
1699	2699	Amazon	Germany	3			Junior	5174.4
1700	2700	Netflix	Germany	8	3.0		Teamlead	9609.6
1701	2701	Amazon	Australia	4			Junior	5241.599999999999
1702	2702	Amazon	Germany	7	4.0	True	Teamlead	11116.82
1703	2703	Netflix	USA	4			Junior	5678.4
1704	2704	Google Inc	Germany	8	3.0	True	Teamlead	14064.959999999994
1705	2705	Netflix	Germany	5	2.0		Middle	4936.800000000001
1706	2706	Google Inc	Australia	4	1.0		Junior	4838.4
1707	2707	Google Inc	USA	7	1.0	True	Teamlead	14148.68
1708	2708	Amazon	Germany	3		True	Junior	4675.4400000000005
1709	2709	Google Inc	USA	4		True	Junior	7573.439999999998
1710	2710	Google Inc	USA	6	3.0	True	Teamlead	14148.68
1711	2711	Google Inc	Germany	7	2.0		Middle	5834.400000000001
1712	2712	Netflix	USA	7	1.0	True	Middle	8590.27
1713	2713	Amazon	Germany	8	3.0		Teamlead	10410.400000000001
1714	2714	Amazon	USA	5		True	Junior	6027.839999999999
1715	2715	Amazon	USA	5	1.0	True	Middle	8539.439999999999
1716	2716	Netflix	Australia	6	3.0		Senior	7436.0
1717	2717	Amazon	USA	8	2.0	True	Teamlead	13060.319999999998
1718	2718	Netflix	USA	3	2.0		Middle	5834.400000000001
1719	2719	Amazon	USA	3	2.0		Middle	6806.8
1720	2720	Google Inc	Germany	6	1.0		Senior	7436.000000000002
1721	2721	Amazon	Germany	4	2.0		Junior	4838.4
1722	2722	Netflix	Germany	3	3.0		Junior	4435.200000000001
1723	2723	Netflix	Germany	6	1.0	True	Senior	9328.8
1724	2724	Amazon	Germany	8	4.0		Teamlead	11211.199999999999
1725	2725	Google Inc	Australia	4	2.0		Junior	5644.799999999998
1726	2726	Google Inc	Australia	6	3.0		Teamlead	12303.2
1727	2727	Google Inc	USA	3	1.0		Middle	7330.400000000001
1728	2728	Amazon	Germany	4	2.0	True	Junior	5950.5599999999995
1729	2729	Amazon	Australia	4	1.0		Junior	5241.599999999999
1730	2730	Google Inc	Australia	6	1.0	True	Senior	10883.599999999999
1731	2731	Amazon	USA	3	1.0		Middle	7854.000000000001
1732	2732	Netflix	Australia	6	1.0		Senior	6864.0
1733	2733	Google Inc	USA	8	3.0		Teamlead	15287.999999999996
1734	2734	Amazon	Germany	3	2.0	True	Middle	5677.32
1735	2735	Netflix	Australia	7	3.0	True	Teamlead	11116.820000000003
1736	2736	Google Inc	Australia	5	1.0	True	Middle	6756.48
1737	2737	Amazon	Australia	7	3.0		Teamlead	11356.800000000001
1738	2738	Google Inc	Germany	5	2.0		Junior	4804.8
1739	2739	Amazon	Germany	4	1.0	True	Junior	5950.5599999999995
1740	2740	Google Inc	Australia	7	3.0	True	Middle	9251.06
1741	2741	Amazon	USA	5	1.0	True	Middle	9196.319999999998
1742	2742	Amazon	Germany	5			Junior	4804.8
1743	2743	Netflix	Australia	7	3.0		Senior	9464.0
1744	2744	Netflix	Australia	4			Junior	6115.2
1745	2745	Netflix	Australia	8	4.0	True	Teamlead	11051.039999999999
1746	2746	Netflix	Germany	4	2.0		Junior	4435.200000000001
1747	2747	Google Inc	USA	7	1.0	True	Middle	9911.849999999999
1748	2748	Amazon	Australia	7	2.0	True	Senior	8611.199999999999
1749	2749	Netflix	Australia	3	2.0		Junior	4804.8
1750	2750	Google Inc	Australia	3	2.0		Junior	5605.6
1751	2751	Netflix	Germany	6	3.0	True	Senior	7235.799999999999
1752	2752	Amazon	Australia	5	1.0	True	Middle	6756.48
1753	2753	Google Inc	USA	4	1.0		Junior	7055.999999999999
1754	2754	Netflix	USA	4			Middle	6732.000000000001
1755	2755	Amazon	Germany	3	3.0		Middle	5385.6
1756	2756	Netflix	Australia	6	2.0		Middle	5834.400000000001
1757	2757	Netflix	Germany	7	3.0	True	Middle	6709.56
1758	2758	Netflix	Australia	7	1.0	True	Teamlead	11116.820000000003
1759	2759	Netflix	Germany	5	2.0	True	Junior	5525.5199999999995
1760	2760	Google Inc	USA	5	2.0	True	Junior	7573.439999999998
1761	2761	Amazon	USA	6	1.0	True	Middle	9911.849999999999
1762	2762	Amazon	Germany	4	2.0		Middle	6364.8
1763	2763	Google Inc	Australia	3	2.0	True	Junior	6446.44
1764	2764	Google Inc	Germany	3		True	Junior	5525.5199999999995
1765	2765	Google Inc	Australia	8	2.0	True	Teamlead	12055.679999999998
1766	2766	Netflix	Germany	7	4.0		Senior	6292.0
1767	2767	Google Inc	USA	8	2.0		Teamlead	11356.8
